id,customer_id,reference,amount_cents,currency,due_date,status
11833,1871,RE-2026-011833,22886,EUR,2026-05-21,open
11834,1871,RE-2026-011834,1247293,EUR,2026-05-24,open
11835,1871,RE-2026-011835,2099589,EUR,2026-05-25,open
11836,1871,RE-2026-011836,321003,EUR,2026-05-28,open
11837,1871,RE 2026 011837,26676,EUR,2026-06-05,open
11838,1871,RE-2026-011838,14998,EUR,2026-06-09,open
11839,1871,RE-2026-011839,1442115,EUR,2026-06-10,open
11840,1871,RE 2026 011840,14070,EUR,2026-06-15,open
11841,1871,RE-2026-011841,160209,EUR,2026-06-28,open
11842,1871,RE-2026-011842,246608,EUR,2026-07-08,open
11843,1871,RE-2026-011843,166418,EUR,2026-07-13,open
11844,1871,RE 2026 011844,195344,EUR,2026-07-20,open
11845,1871,RE-2026-011845,147025,EUR,2026-07-22,open
11846,1871,RE-2026-011846,21962,EUR,2026-07-29,paid
11847,1871,RE-2026-011847,592986,EUR,2026-07-29,open
11848,1871,RE-2026-011848,384497,EUR,2026-07-31,open
11849,1871,RE-2026-011849,64122,EUR,2026-08-04,open
11850,1871,RE-2026/011850,2408635,EUR,2026-08-09,open
11851,1871,RE-2026-011851,5704,EUR,2026-08-12,open
11852,1871,RE-2026-011852,59827,EUR,2026-08-17,open
11853,1871,RE-2026-011853,133635,EUR,2026-08-18,open
11854,1871,RE-2026-011854,1736671,EUR,2026-08-20,open
11855,1871,RE-2026-011855,86647,EUR,2026-08-22,open
11856,1871,RE-2026-011856,47626,EUR,2026-08-25,open
11857,1871,RE-2026-011857,35906,EUR,2026-08-26,open
11858,1871,RE-2026-011858,484518,EUR,2026-08-26,open
11859,1871,RE-2026-011859,79450,EUR,2026-08-29,open
11860,1871,RE-2026-011860,46867,EUR,2026-08-30,open
11861,1871,RE-2026-011861,19597,EUR,2026-09-06,open
11862,1871,RE-2026-011862,34532,EUR,2026-09-13,open
11863,1871,RE-2026-011863,132886,EUR,2026-09-18,open
11864,1871,RE-2026-011864,2121654,EUR,2026-09-18,open
11865,1872,RE-2026-011865,62462,EUR,2026-03-06,open
11866,1872,RE-2026-011866,59584,EUR,2026-03-09,open
11867,1872,RE-2026-011867,70810,EUR,2026-03-09,open
11868,1872,RE-2026-011868,67105,EUR,2026-03-12,open
11869,1872,RE-2026-011869,106951,EUR,2026-03-25,open
11870,1872,RE-2026-011870,1570096,EUR,2026-04-07,open
11871,1872,RE-2026-011871,501518,EUR,2026-04-22,open
11872,1872,RE-2026-011872,308293,EUR,2026-04-26,open
11873,1872,RE-2026-011873,607254,EUR,2026-05-22,open
11874,1872,RE-2026-011874,1289990,EUR,2026-05-31,open
11875,1872,RE-2026-11875,7566,EUR,2026-06-04,open
11876,1872,RE-2026-011876,439473,EUR,2026-06-07,paid
11877,1872,RE-2026-011877,40684,EUR,2026-06-12,open
11878,1872,RE-2026-011878,6452,EUR,2026-07-04,paid
11879,1872,RE-2026-011879,34747,EUR,2026-07-04,open
11880,1872,RE-2026-011880,298756,EUR,2026-07-07,open
11881,1872,RE-2026-011881,336140,EUR,2026-07-23,open
11882,1872,RE-2026-011882,227387,EUR,2026-08-04,open
11883,1872,RE-2026-11883,6191,EUR,2026-08-19,open
11884,1872,RE-2026-011884,8910,EUR,2026-09-01,open
11885,1873,RE-2026-011885,9296,EUR,2026-04-03,open
11886,1873,RE-2026-11886,504538,EUR,2026-04-03,open
11887,1873,RE-2026-011887,42568,EUR,2026-05-17,open
11888,1873,RE-2026-011888,687823,EUR,2026-06-30,open
11889,1873,RE-2026-011889,50988,EUR,2026-07-08,paid
11890,1873,RE-2026-011890,488761,EUR,2026-07-29,open
11891,1874,RE-2026-011891,880225,EUR,2026-03-31,open
11892,1874,RE-2026-011892,39532,EUR,2026-04-07,open
11893,1874,RE-2026-011893,115524,EUR,2026-04-26,open
11894,1874,RE-2026-011894,356747,EUR,2026-05-15,open
11895,1874,RE-2026-011895,257263,EUR,2026-05-19,open
11896,1874,RE-2026-011896,9228,EUR,2026-06-16,open
11897,1874,RE-2026-011897,386846,EUR,2026-06-19,paid
11898,1874,RE-2026-011898,14142,EUR,2026-06-22,open
11899,1874,RE-2026-011899,357922,EUR,2026-06-22,open
11900,1874,RE-2026-011900,117346,EUR,2026-07-10,open
11901,1874,RE 2026 011901,32700,EUR,2026-07-28,open
11902,1874,RE-2026-011902,646971,EUR,2026-08-10,open
11903,1874,RE-2026/011903,488878,EUR,2026-08-11,open
11904,1874,RE-2026-011904,1553656,EUR,2026-08-26,open
11905,1874,RE-2026-011905,680457,EUR,2026-08-29,open
11906,1874,RE-2026-011906,102535,EUR,2026-09-04,paid
11907,1874,RE-2026-011907,146557,EUR,2026-09-16,open
11908,1875,RE-2026-011908,85036,EUR,2026-03-07,open
11909,1875,RE-2026-011909,15885,EUR,2026-03-12,open
11910,1875,RE-2026-011910,224327,EUR,2026-03-22,paid
11911,1875,RE-2026-011911,6675,EUR,2026-03-25,open
11912,1875,RE-2026-011912,7111,EUR,2026-04-02,open
11913,1875,RE-2026-011913,19454,EUR,2026-04-11,paid
11914,1875,RE-2026-011914,46767,EUR,2026-04-13,open
11915,1875,RE-2026-011915,81729,EUR,2026-04-13,open
11916,1875,RE-2026-011916,47892,EUR,2026-05-02,open
11917,1875,RE-2026-011917,267451,EUR,2026-05-11,open
11918,1875,RE-2026-011918,6829,EUR,2026-05-14,open
11919,1875,RE-2026-011919,2150565,EUR,2026-05-14,open
11920,1875,RE-2026-011920,7939,EUR,2026-05-19,open
11921,1875,RE-2026-011921,418905,EUR,2026-05-22,open
11922,1875,RE-2026-011922,1093416,EUR,2026-05-30,open
11923,1875,RE-2026-11923,14041,EUR,2026-06-10,open
11924,1875,RE-2026-011924,1024100,EUR,2026-06-10,open
11925,1875,RE-2026-011925,1304180,EUR,2026-06-14,open
11926,1875,RE-2026-011926,2219799,EUR,2026-06-14,open
11927,1875,RE-2026-011927,7810,EUR,2026-06-15,open
11928,1875,RE-2026-011928,1543413,EUR,2026-06-17,open
11929,1875,RE-2026-011929,11836,EUR,2026-06-18,open
11930,1875,RE-2026-11930,47875,EUR,2026-06-24,open
11931,1875,RE-2026-011931,5345,EUR,2026-07-04,paid
11932,1875,RE 2026 011932,1613954,EUR,2026-07-10,paid
11933,1875,RE-2026-011933,241970,EUR,2026-07-14,open
11934,1875,RE-2026-011934,1870490,EUR,2026-07-18,paid
11935,1875,RE-2026-011935,384507,EUR,2026-07-28,open
11936,1875,RE-2026-011936,6022,EUR,2026-07-31,open
11937,1875,RE-2026-011937,843740,EUR,2026-07-31,open
11938,1875,RE 2026 011938,58113,EUR,2026-08-14,open
11939,1875,RE-2026-011939,473609,EUR,2026-08-15,open
11940,1875,RE 2026 011940,2037006,EUR,2026-08-26,paid
11941,1875,RE-2026-011941,14993,EUR,2026-09-02,open
11942,1875,RE-2026-011942,38521,EUR,2026-09-05,open
11943,1875,RE-2026-011943,836601,EUR,2026-09-05,open
11944,1875,RE-2026-011944,864408,EUR,2026-09-05,open
11945,1875,RE-2026-011945,206727,EUR,2026-09-07,open
11946,1875,RE-2026-011946,5812,EUR,2026-09-09,open
11947,1875,RE-2026-011947,17511,EUR,2026-09-09,open
11948,1875,RE-2026-011948,2309943,EUR,2026-09-09,open
11949,1875,RE-2026-011949,97066,EUR,2026-09-12,open
11950,1875,RE-2026-011950,74737,EUR,2026-09-15,open
11951,1876,RE-2026-011951,1366856,EUR,2026-03-05,open
11952,1876,RE-2026-011952,826998,EUR,2026-03-09,open
11953,1876,RE-2026-011953,295587,EUR,2026-03-21,open
11954,1876,RE-2026-011954,294972,EUR,2026-04-01,open
11955,1876,RE-2026-011955,15985,EUR,2026-04-05,open
11956,1876,RE-2026-011956,77463,EUR,2026-05-30,open
11957,1876,RE-2026-011957,831088,EUR,2026-06-01,open
11958,1876,RE-2026-011958,6693,EUR,2026-06-06,open
11959,1876,RE-2026-011959,23781,EUR,2026-06-11,open
11960,1876,RE-2026-011960,111327,EUR,2026-07-01,open
11961,1876,RE-2026-011961,2031866,EUR,2026-07-16,open
11962,1876,RE-2026-011962,230227,EUR,2026-07-31,open
11963,1876,RE-2026-011963,37009,EUR,2026-08-23,open
11964,1876,RE-2026-011964,14594,EUR,2026-09-05,open
11965,1877,RE-2026-011965,559796,EUR,2026-03-09,open
11966,1877,RE-2026-011966,192474,EUR,2026-03-15,open
11967,1877,RE-2026-011967,93484,EUR,2026-03-24,open
11968,1877,RE-2026-011968,578454,EUR,2026-03-26,open
11969,1877,RE-2026/011969,161070,EUR,2026-05-10,paid
11970,1877,RE-2026-011970,17068,EUR,2026-05-17,open
11971,1877,RE-2026-011971,1075067,EUR,2026-06-07,open
11972,1877,RE-2026-011972,407806,EUR,2026-07-03,open
11973,1877,RE-2026/011973,13603,EUR,2026-07-10,open
11974,1877,RE-2026-011974,14465,EUR,2026-08-06,open
11975,1877,RE-2026-011975,770409,EUR,2026-08-06,open
11976,1878,RE 2026 011976,469756,EUR,2026-03-20,open
11977,1878,RE-2026/011977,250108,EUR,2026-03-28,open
11978,1878,RE-2026/011978,5107,EUR,2026-04-22,open
11979,1878,RE-2026-011979,816651,EUR,2026-04-24,paid
11980,1878,RE-2026-011980,1941652,EUR,2026-04-25,open
11981,1878,RE-2026-011981,22047,EUR,2026-04-30,open
11982,1878,RE-2026/011982,5897,EUR,2026-05-27,open
11983,1878,RE-2026-011983,167403,EUR,2026-06-08,open
11984,1878,RE-2026-011984,13697,EUR,2026-06-18,open
11985,1878,RE-2026-011985,741607,EUR,2026-06-18,open
11986,1878,RE-2026/011986,627841,EUR,2026-07-11,paid
11987,1878,RE-2026-011987,210048,EUR,2026-08-11,open
11988,1878,RE-2026-011988,14887,EUR,2026-08-12,open
11989,1878,RE-2026-011989,1214149,EUR,2026-09-13,open
11990,1879,RE-2026-011990,8654,EUR,2026-03-24,open
11991,1879,RE-2026-011991,82609,EUR,2026-04-03,open
11992,1879,RE-2026-011992,92092,EUR,2026-07-27,open
11993,1879,RE-2026/011993,59701,EUR,2026-08-10,open
11994,1880,RE-2026-011994,413779,EUR,2026-03-03,open
11995,1880,RE-2026-011995,199669,EUR,2026-04-08,open
11996,1880,RE-2026-011996,5958,EUR,2026-04-18,open
11997,1880,RE-2026-011997,1917693,EUR,2026-04-24,open
11998,1880,RE-2026-011998,623295,EUR,2026-04-28,open
11999,1880,RE-2026/011999,42871,EUR,2026-05-11,open
12000,1880,RE-2026/012000,169792,EUR,2026-05-12,paid
12001,1880,RE-2026-012001,6423,EUR,2026-05-18,open
12002,1880,RE-2026-012002,21455,EUR,2026-05-19,paid
12003,1880,RE-2026-012003,144175,EUR,2026-05-22,open
12004,1880,RE-2026-12004,225443,EUR,2026-05-24,paid
12005,1880,RE-2026-012005,631736,EUR,2026-06-05,open
12006,1880,RE-2026-012006,13261,EUR,2026-06-25,open
12007,1880,RE-2026-012007,80430,EUR,2026-07-19,open
12008,1880,RE-2026-012008,6349,EUR,2026-08-25,open
12009,1880,RE-2026-012009,53608,EUR,2026-09-05,open
12010,1881,RE-2026-012010,129121,EUR,2026-03-04,open
12011,1881,RE-2026-012011,98231,EUR,2026-03-23,open
12012,1881,RE-2026-012012,70401,EUR,2026-04-05,open
12013,1881,RE-2026-012013,713421,EUR,2026-05-31,open
12014,1881,RE-2026-012014,419194,EUR,2026-06-23,paid
12015,1881,RE-2026-012015,40447,EUR,2026-06-25,paid
12016,1881,RE-2026-012016,24762,EUR,2026-07-09,open
12017,1881,RE-2026-012017,15711,EUR,2026-07-30,paid
12018,1881,RE-2026-012018,10694,EUR,2026-09-07,open
12019,1882,RE-2026-012019,1684053,EUR,2026-03-22,open
12020,1882,RE-2026-012020,22634,EUR,2026-03-26,open
12021,1882,RE 2026 012021,1538997,EUR,2026-04-03,paid
12022,1882,RE-2026-012022,34893,EUR,2026-04-14,open
12023,1882,RE-2026-012023,62891,EUR,2026-04-27,open
12024,1882,RE-2026-012024,1639471,EUR,2026-05-03,open
12025,1882,RE-2026-012025,9341,EUR,2026-05-11,open
12026,1882,RE-2026-012026,5560,EUR,2026-05-19,open
12027,1882,RE-2026-012027,320870,EUR,2026-07-06,open
12028,1882,RE-2026-012028,71941,EUR,2026-07-31,paid
12029,1882,RE-2026-012029,598979,EUR,2026-08-14,open
12030,1882,RE-2026-12030,9057,EUR,2026-08-25,open
12031,1882,RE-2026-012031,1136273,EUR,2026-08-25,open
12032,1882,RE-2026-012032,427123,EUR,2026-08-30,open
12033,1882,RE-2026-012033,402803,EUR,2026-09-05,paid
12034,1882,RE-2026-012034,630248,EUR,2026-09-05,open
12035,1883,RE-2026/012035,385674,EUR,2026-03-14,open
12036,1883,RE-2026-012036,785973,EUR,2026-03-27,open
12037,1883,RE 2026 012037,1473028,EUR,2026-04-13,open
12038,1883,RE-2026-012038,19864,EUR,2026-05-09,open
12039,1883,RE-2026-012039,127561,EUR,2026-06-14,open
12040,1883,RE-2026-012040,622601,EUR,2026-06-19,open
12041,1883,RE-2026-012041,979412,EUR,2026-06-29,open
12042,1883,RE-2026-012042,12118,EUR,2026-07-14,open
12043,1883,RE-2026-012043,40910,EUR,2026-07-18,open
12044,1883,RE-2026-012044,72822,EUR,2026-08-10,open
12045,1883,RE-2026-012045,162680,EUR,2026-08-12,open
12046,1884,RE-2026-012046,28472,EUR,2026-03-29,open
12047,1884,RE-2026-012047,26548,EUR,2026-03-30,open
12048,1884,RE-2026-012048,14209,EUR,2026-04-18,open
12049,1884,RE-2026-012049,181561,EUR,2026-05-03,open
12050,1884,RE-2026-012050,23159,EUR,2026-06-23,open
12051,1884,RE-2026-012051,160280,EUR,2026-07-27,open
12052,1884,RE-2026-012052,2379698,EUR,2026-08-06,open
12053,1885,RE 2026 012053,6907,EUR,2026-03-16,open
12054,1885,RE-2026-012054,1409357,EUR,2026-04-01,open
12055,1885,RE-2026-012055,20872,EUR,2026-04-10,open
12056,1885,RE-2026-012056,1533089,EUR,2026-07-07,open
12057,1885,RE-2026-012057,25779,EUR,2026-07-22,open
12058,1885,RE-2026-012058,15307,EUR,2026-09-01,paid
12059,1885,RE-2026-012059,1884762,EUR,2026-09-09,paid
12060,1886,RE-2026-012060,5666,EUR,2026-03-20,open
12061,1886,RE-2026-012061,516695,EUR,2026-03-21,paid
12062,1886,RE-2026-012062,14189,EUR,2026-03-28,paid
12063,1886,RE-2026-012063,11089,EUR,2026-03-30,open
12064,1886,RE-2026-012064,20025,EUR,2026-05-03,paid
12065,1886,RE-2026-012065,2489038,EUR,2026-05-31,paid
12066,1886,RE-2026-012066,456896,EUR,2026-06-27,paid
12067,1886,RE-2026-12067,11762,EUR,2026-08-16,open
12068,1886,RE-2026-012068,45238,EUR,2026-08-16,open
12069,1887,RE-2026-012069,89034,EUR,2026-04-06,paid
12070,1887,RE-2026-012070,103475,EUR,2026-04-07,open
12071,1887,RE-2026-012071,1029937,EUR,2026-04-16,open
12072,1887,RE-2026-12072,19295,EUR,2026-04-30,open
12073,1887,RE-2026-012073,348128,EUR,2026-05-13,open
12074,1887,RE-2026-012074,17234,EUR,2026-05-25,paid
12075,1887,RE-2026-012075,6896,EUR,2026-06-27,open
12076,1887,RE-2026/012076,5320,EUR,2026-08-13,paid
12077,1887,RE-2026-12077,14595,EUR,2026-08-21,open
12078,1887,RE-2026-012078,21231,EUR,2026-08-29,paid
12079,1887,RE-2026/012079,711423,EUR,2026-08-30,open
12080,1887,RE-2026-012080,27484,EUR,2026-08-31,open
12081,1887,RE-2026-012081,6896,EUR,2026-09-02,open
12082,1888,RE-2026-012082,63267,EUR,2026-03-04,open
12083,1888,RE-2026-012083,9462,EUR,2026-03-19,open
12084,1888,RE-2026-012084,289608,EUR,2026-04-02,open
12085,1888,RE-2026/012085,31360,EUR,2026-04-29,open
12086,1888,RE-2026-12086,241332,EUR,2026-05-13,open
12087,1888,RE-2026-012087,464865,EUR,2026-05-23,open
12088,1888,RE-2026/012088,30679,EUR,2026-05-25,paid
12089,1888,RE-2026-012089,50416,EUR,2026-05-30,open
12090,1888,RE-2026-012090,16585,EUR,2026-05-31,open
12091,1888,RE-2026-012091,10080,EUR,2026-06-08,paid
12092,1888,RE-2026-012092,1113961,EUR,2026-06-17,open
12093,1888,RE-2026-012093,553312,EUR,2026-06-19,open
12094,1888,RE 2026 012094,2106619,EUR,2026-06-28,open
12095,1888,RE-2026-012095,769915,EUR,2026-07-06,open
12096,1888,RE-2026-012096,21750,EUR,2026-07-12,open
12097,1888,RE 2026 012097,295453,EUR,2026-07-20,paid
12098,1888,RE-2026-012098,24348,EUR,2026-07-21,open
12099,1888,RE-2026-12099,11602,EUR,2026-07-28,open
12100,1888,RE-2026-12100,9881,EUR,2026-08-02,open
12101,1888,RE-2026/012101,46599,EUR,2026-08-05,open
12102,1888,RE-2026-012102,814292,EUR,2026-08-05,open
12103,1888,RE-2026-012103,533293,EUR,2026-08-12,open
12104,1888,RE-2026-012104,10534,EUR,2026-08-23,open
12105,1888,RE-2026-012105,5547,EUR,2026-08-31,open
12106,1888,RE-2026-012106,26660,EUR,2026-09-08,open
12107,1888,RE-2026-012107,231266,EUR,2026-09-16,open
12108,1889,RE-2026-012108,635473,EUR,2026-03-06,open
12109,1889,RE-2026-012109,194505,EUR,2026-04-01,open
12110,1889,RE-2026-012110,13614,EUR,2026-04-02,open
12111,1889,RE-2026-012111,27817,EUR,2026-06-12,open
12112,1889,RE-2026-12112,24635,EUR,2026-08-18,open
12113,1890,RE-2026-012113,11154,EUR,2026-03-06,open
12114,1890,RE-2026-012114,11906,EUR,2026-05-24,open
12115,1890,RE-2026-012115,17996,EUR,2026-07-05,open
12116,1890,RE-2026-012116,17000,EUR,2026-07-09,open
12117,1890,RE-2026-012117,1421129,EUR,2026-08-28,open
12118,1891,RE-2026-012118,999072,EUR,2026-03-03,open
12119,1891,RE-2026-012119,616959,EUR,2026-04-23,open
12120,1891,RE-2026-012120,44985,EUR,2026-05-02,open
12121,1891,RE-2026-012121,896310,EUR,2026-08-03,paid
12122,1891,RE-2026-012122,24104,EUR,2026-08-11,open
12123,1891,RE-2026-012123,386554,EUR,2026-08-15,open
12124,1892,RE-2026-012124,5760,EUR,2026-03-15,open
12125,1892,RE-2026/012125,294395,EUR,2026-05-07,open
12126,1892,RE-2026-012126,738872,EUR,2026-05-29,open
12127,1892,RE-2026-012127,84463,EUR,2026-05-30,paid
12128,1892,RE-2026-012128,1842241,EUR,2026-05-30,open
12129,1892,RE-2026-012129,5861,EUR,2026-07-10,open
12130,1892,RE-2026-012130,7420,EUR,2026-07-15,open
12131,1892,RE-2026-012131,409122,EUR,2026-07-18,open
12132,1892,RE-2026-012132,879081,EUR,2026-08-03,open
12133,1892,RE-2026-012133,450386,EUR,2026-08-04,open
12134,1892,RE-2026-012134,13401,EUR,2026-08-22,open
12135,1892,RE-2026-012135,19067,EUR,2026-09-13,open
12136,1893,RE-2026-012136,334610,EUR,2026-03-02,paid
12137,1893,RE-2026-012137,1243518,EUR,2026-03-03,paid
12138,1893,RE-2026-012138,1796243,EUR,2026-03-05,open
12139,1893,RE-2026-012139,2198846,EUR,2026-03-10,open
12140,1893,RE-2026-012140,1825412,EUR,2026-03-14,open
12141,1893,RE 2026 012141,41612,EUR,2026-03-21,open
12142,1893,RE-2026-012142,73054,EUR,2026-03-22,open
12143,1893,RE-2026-012143,127261,EUR,2026-03-24,open
12144,1893,RE-2026-012144,146973,EUR,2026-03-31,open
12145,1893,RE-2026-012145,6994,EUR,2026-04-08,open
12146,1893,RE-2026-012146,392840,EUR,2026-04-08,open
12147,1893,RE-2026-012147,94538,EUR,2026-04-19,paid
12148,1893,RE-2026-012148,1074785,EUR,2026-04-24,open
12149,1893,RE-2026-012149,70886,EUR,2026-04-25,open
12150,1893,RE-2026-012150,533353,EUR,2026-05-13,open
12151,1893,RE-2026/012151,165264,EUR,2026-05-17,open
12152,1893,RE-2026-012152,56730,EUR,2026-05-19,open
12153,1893,RE-2026-012153,677946,EUR,2026-05-25,paid
12154,1893,RE-2026-012154,2326332,EUR,2026-05-28,open
12155,1893,RE 2026 012155,1016096,EUR,2026-06-17,open
12156,1893,RE-2026-012156,10670,EUR,2026-06-25,open
12157,1893,RE-2026-012157,822062,EUR,2026-06-27,open
12158,1893,RE-2026/012158,37182,EUR,2026-06-28,open
12159,1893,RE-2026-012159,767605,EUR,2026-07-04,open
12160,1893,RE-2026-012160,43745,EUR,2026-07-07,open
12161,1893,RE-2026/012161,585997,EUR,2026-07-09,open
12162,1893,RE 2026 012162,58880,EUR,2026-07-15,open
12163,1893,RE-2026-012163,403773,EUR,2026-07-16,open
12164,1893,RE-2026-012164,76735,EUR,2026-07-17,open
12165,1893,RE-2026-012165,1114635,EUR,2026-07-27,open
12166,1893,RE-2026-012166,92512,EUR,2026-07-28,open
12167,1893,RE-2026-012167,160158,EUR,2026-08-06,open
12168,1893,RE-2026-012168,9196,EUR,2026-08-10,open
12169,1893,RE-2026-012169,212136,EUR,2026-08-10,open
12170,1893,RE-2026-12170,235844,EUR,2026-08-23,paid
12171,1893,RE-2026-012171,149327,EUR,2026-08-27,paid
12172,1893,RE 2026 012172,8310,EUR,2026-09-07,open
12173,1893,RE-2026-012173,6289,EUR,2026-09-12,open
12174,1893,RE-2026-012174,257599,EUR,2026-09-13,open
12175,1893,RE-2026-012175,2485731,EUR,2026-09-16,open
12176,1893,RE-2026-012176,542737,EUR,2026-09-17,open
12177,1894,RE 2026 012177,248250,EUR,2026-04-25,open
12178,1894,RE-2026-012178,5674,EUR,2026-04-27,open
12179,1894,RE-2026-012179,58265,EUR,2026-05-28,open
12180,1894,RE-2026-012180,92704,EUR,2026-06-24,open
12181,1894,RE-2026-012181,6032,EUR,2026-07-14,open
12182,1894,RE-2026-12182,471343,EUR,2026-07-23,open
12183,1894,RE-2026-012183,727445,EUR,2026-08-01,open
12184,1895,RE-2026-012184,2197202,EUR,2026-03-21,paid
12185,1895,RE-2026-012185,196182,EUR,2026-03-30,open
12186,1895,RE-2026-12186,171291,EUR,2026-04-07,open
12187,1895,RE-2026-012187,616050,EUR,2026-04-20,open
12188,1895,RE-2026-012188,175748,EUR,2026-04-28,open
12189,1895,RE-2026-012189,2364399,EUR,2026-05-12,open
12190,1895,RE-2026-012190,84801,EUR,2026-05-13,open
12191,1895,RE-2026-012191,499307,EUR,2026-05-31,open
12192,1895,RE-2026-12192,53573,EUR,2026-06-05,open
12193,1895,RE-2026-012193,31663,EUR,2026-06-07,open
12194,1895,RE-2026-12194,13116,EUR,2026-07-03,open
12195,1895,RE-2026-012195,1702018,EUR,2026-07-13,paid
12196,1895,RE 2026 012196,93030,EUR,2026-07-31,open
12197,1895,RE-2026-012197,24133,EUR,2026-08-07,open
12198,1895,RE-2026-012198,11571,EUR,2026-08-24,open
12199,1895,RE-2026-012199,166516,EUR,2026-09-01,open
12200,1896,RE-2026-012200,93459,EUR,2026-03-05,open
12201,1896,RE-2026-012201,116876,EUR,2026-04-05,open
12202,1896,RE-2026-012202,14203,EUR,2026-04-08,open
12203,1896,RE-2026-012203,15890,EUR,2026-04-12,open
12204,1896,RE-2026-012204,10077,EUR,2026-04-24,paid
12205,1896,RE-2026-012205,1058676,EUR,2026-04-28,open
12206,1896,RE 2026 012206,6431,EUR,2026-07-02,paid
12207,1896,RE-2026-012207,214085,EUR,2026-07-26,open
12208,1896,RE-2026/012208,2070899,EUR,2026-07-29,open
12209,1896,RE-2026-012209,38373,EUR,2026-07-31,open
12210,1896,RE-2026-012210,597270,EUR,2026-08-16,paid
12211,1896,RE-2026-012211,8064,EUR,2026-08-19,open
12212,1896,RE-2026-012212,511801,EUR,2026-08-19,open
12213,1896,RE-2026-012213,30020,EUR,2026-09-01,open
12214,1896,RE-2026-012214,117132,EUR,2026-09-04,open
12215,1896,RE-2026-012215,86072,EUR,2026-09-14,paid
12216,1897,RE-2026-012216,5185,EUR,2026-04-10,open
12217,1897,RE-2026-012217,5517,EUR,2026-05-09,open
12218,1897,RE-2026-012218,129605,EUR,2026-07-07,open
12219,1897,RE 2026 012219,10302,EUR,2026-07-27,open
12220,1897,RE-2026-012220,394939,EUR,2026-08-18,open
12221,1897,RE-2026/012221,327478,EUR,2026-08-26,open
12222,1898,RE-2026-012222,325404,EUR,2026-03-07,open
12223,1898,RE-2026-012223,11088,EUR,2026-03-12,open
12224,1898,RE-2026-012224,38544,EUR,2026-05-18,open
12225,1898,RE-2026-012225,28921,EUR,2026-05-19,open
12226,1898,RE-2026-012226,201448,EUR,2026-05-27,open
12227,1898,RE-2026-012227,203106,EUR,2026-06-06,open
12228,1898,RE-2026-012228,863091,EUR,2026-06-10,open
12229,1898,RE-2026-012229,71871,EUR,2026-06-15,paid
12230,1898,RE-2026-012230,7316,EUR,2026-06-24,open
12231,1898,RE-2026-012231,62403,EUR,2026-07-15,open
12232,1898,RE-2026-012232,1641805,EUR,2026-07-30,open
12233,1898,RE-2026-012233,55976,EUR,2026-08-02,open
12234,1898,RE-2026-012234,513399,EUR,2026-08-06,open
12235,1898,RE-2026-012235,31886,EUR,2026-08-10,open
12236,1898,RE-2026-012236,536057,EUR,2026-09-08,open
12237,1898,RE-2026-12237,11230,EUR,2026-09-12,paid
12238,1899,RE-2026-012238,18139,EUR,2026-03-23,open
12239,1899,RE-2026-012239,47587,EUR,2026-03-28,open
12240,1899,RE-2026-012240,13550,EUR,2026-03-29,open
12241,1899,RE-2026-012241,344920,EUR,2026-04-10,paid
12242,1899,RE-2026-012242,8201,EUR,2026-04-22,open
12243,1899,RE-2026-012243,109674,EUR,2026-04-26,paid
12244,1899,RE-2026/012244,11651,EUR,2026-06-07,open
12245,1899,RE 2026 012245,96343,EUR,2026-07-04,paid
12246,1899,RE-2026-012246,45051,EUR,2026-07-13,open
12247,1899,RE-2026/012247,7813,EUR,2026-08-23,open
12248,1899,RE-2026-012248,60442,EUR,2026-09-16,open
12249,1900,RE 2026 012249,604029,EUR,2026-03-05,open
12250,1900,RE 2026 012250,163406,EUR,2026-04-07,open
12251,1900,RE-2026-012251,189401,EUR,2026-05-11,open
12252,1900,RE-2026-012252,136283,EUR,2026-05-19,open
12253,1900,RE-2026-012253,10625,EUR,2026-05-24,open
12254,1900,RE-2026-012254,1030878,EUR,2026-07-17,open
12255,1900,RE-2026-012255,402672,EUR,2026-08-08,open
12256,1900,RE-2026-012256,18893,EUR,2026-08-09,open
12257,1900,RE-2026-012257,527005,EUR,2026-09-06,paid
12258,1901,RE-2026-012258,76389,EUR,2026-03-17,open
12259,1901,RE-2026-012259,43349,EUR,2026-03-21,open
12260,1901,RE-2026-012260,56336,EUR,2026-04-12,open
12261,1901,RE-2026-012261,720688,EUR,2026-04-29,paid
12262,1901,RE-2026-012262,409423,EUR,2026-05-07,open
12263,1901,RE-2026-012263,37618,EUR,2026-06-23,open
12264,1901,RE-2026-012264,9268,EUR,2026-07-10,open
12265,1901,RE-2026-012265,220118,EUR,2026-07-29,open
12266,1901,RE-2026-012266,5253,EUR,2026-08-04,open
12267,1902,RE-2026-012267,27657,EUR,2026-04-15,paid
12268,1902,RE-2026-012268,2219832,EUR,2026-04-27,open
12269,1902,RE-2026-12269,43782,EUR,2026-05-19,open
12270,1902,RE-2026-012270,7502,EUR,2026-06-03,open
12271,1902,RE-2026-012271,41512,EUR,2026-06-27,open
12272,1902,RE-2026/012272,17054,EUR,2026-07-09,open
12273,1902,RE-2026-012273,13850,EUR,2026-07-14,paid
12274,1902,RE-2026-012274,2064848,EUR,2026-08-09,open
12275,1902,RE-2026-012275,2107143,EUR,2026-08-18,paid
12276,1902,RE-2026-012276,21393,EUR,2026-08-20,open
12277,1902,RE-2026/012277,5811,EUR,2026-08-29,open
12278,1902,RE-2026-012278,1900946,EUR,2026-09-04,open
